label,text
ham,Your bill has been generated. Kind reminder for the schedule.
spam,Make money fast!
ham,Project deadline extended to on Tuesday.
ham,Your order is due tomorrow.
spam,Click here to claim your bonus.
ham,The seminar starts at 1 PM.
spam,Last chance to save big today!
spam,Click here to claim your bonus.
ham,Your OTP is 678901.
spam,"Earn Rs. 2,00,000 per week from home! Offer valid for today only."
ham,Your bill has been generated.
ham,We have moved the call to 5 PM. Kind reminder for the schedule.
spam,Urgent! Verify your account now.
spam,Exclusive deal just for you!
spam,Last chance to save big today!
ham,Your bill has been generated.
spam,Free access to premium content.
ham,Please review the attached invoice. Thanks for the update.
spam,Free coupon code waiting! Terms and conditions apply.
ham,Let us catch up later today.
ham,Your OTP is 678901. Attached is the latest file.
ham,The package will arrive on Monday. See you soon.
spam,You are a lucky winner!
ham,Your order is ready for pickup. Attached is the latest file.
spam,Exclusive deal just for you!
spam,You are a lucky winner!
spam,Make money fast!
ham,Lunch at 10 AM? Kind reminder for the schedule.
ham,Your OTP is 678901.
ham,Please verify your attendance for seminar.
ham,The seminar starts at tomorrow morning. Kind reminder for the schedule.
ham,Meeting at 5 PM this Friday.
ham,The package will arrive on Monday.
spam,Limited time offer!
spam,Claim your bonus now and get voucher instantly.
spam,Last chance to save big today! Terms and conditions apply.
spam,Congratulations! You won a gift card! Terms and conditions apply.
spam,"Earn Rs. 2,00,000 per week from home!"
ham,Reminder: Appointment tomorrow. Thanks for the update.
ham,Lunch at tomorrow morning?
spam,Congratulations! You won a lottery! This is a limited time promotion.
spam,Last chance to save big today! Reply stop to unsubscribe.
spam,Exclusive deal just for you!
ham,The workshop starts at 1 PM. Please let me know if that works.
ham,Please verify your attendance for workshop.
spam,Urgent! Verify your account now.
spam,Urgent! Verify your account now. Reply stop to unsubscribe.
ham,Your OTP is 123456.
spam,Act now to unlock your reward. Reply stop to unsubscribe.
spam,Exclusive deal just for you! Offer valid for today only.
spam,Act now to unlock your reward.
ham,Please verify your attendance for interview.
ham,Could you share the updated slide deck?
spam,Urgent! Verify your account now. Offer valid for today only.
spam,Make money fast!
spam,Limited time offer!
spam,Click here to claim your free trip.
ham,Please review the attached presentation.
spam,Lose weight in 10 days! Terms and conditions apply.
spam,Act now to unlock your reward. No credit card required.
spam,Get rich quick with this simple trick. Reply stop to unsubscribe.
ham,Could you share the updated invoice?
spam,Lose weight in 7 days!
spam,Urgent! Verify your account now.
spam,Lose weight in 7 days! This is a limited time promotion.
ham,We have moved the call to 5 PM.
ham,Your bill has been generated. Please let me know if that works.
ham,The package will arrive on Tuesday.
spam,Last chance to save big today!
spam,Free access to premium content.
ham,Meeting notes from tomorrow are attached. Please let me know if that works.
spam,You are a lucky winner! This is a limited time promotion.
spam,You are a lucky winner!
spam,Click here to claim your lottery. Terms and conditions apply.
spam,Lose weight in 5 days!
ham,Let us catch up next week.
ham,Your bill has been generated.
ham,Lunch at 2:30 PM? Thanks for the update.
spam,Free gift card waiting!
spam,You are a lucky winner! Reply stop to unsubscribe.
ham,Reminder: Appointment tomorrow.
ham,Could you share the updated invoice?
spam,Congratulations! You won a voucher! No credit card required.
spam,"Earn Rs. 1,00,000 per week from home!"
ham,Your OTP is 678901.
ham,Meeting notes from on Monday are attached.
spam,Free access to premium content.
ham,Lunch at 1 PM?
ham,Could you share the updated report?
spam,Free access to premium content. No credit card required.
ham,The team meeting starts at tomorrow morning. Please let me know if that works.
ham,Meeting at this afternoon on Monday.
ham,Let us catch up later today.
ham,We have moved the call to 1 PM. Attached is the latest file.
spam,Lose weight in 7 days!
spam,Exclusive deal just for you! No credit card required.
spam,Urgent! Verify your account now.
ham,Please verify your attendance for workshop. Kind reminder for the schedule.
spam,Exclusive deal just for you!
spam,Lose weight in 5 days!
ham,We have moved the call to this afternoon.
ham,Meeting at 10 AM on Tuesday.
spam,Limited time offer! No credit card required.
ham,Your OTP is 246810.
spam,Free voucher waiting!
spam,Claim your bonus now and get bonus instantly.
ham,Project deadline extended to on Tuesday. Kind reminder for the schedule.
ham,Your OTP is 246810.
ham,Your bill has been generated.
spam,Lose weight in 5 days! No credit card required.
spam,Free access to premium content.
ham,Reminder: Appointment this Friday.
ham,Reminder: Appointment next week.
spam,Get rich quick with this simple trick. This is a limited time promotion.
ham,Let us catch up this evening. Attached is the latest file.
ham,Please review the attached invoice. Kind reminder for the schedule.
spam,Limited time offer!
ham,Your order is due tomorrow. See you soon.
spam,Claim your bonus now and get bonus instantly. No credit card required.
ham,Please verify your attendance for seminar.
spam,You are a lucky winner! Reply stop to unsubscribe.
spam,Lose weight in 5 days!
spam,Act now to unlock your reward.
spam,Exclusive deal just for you!
ham,Let us catch up on Saturday. Thanks for the update.
spam,Click here to claim your gift card. Offer valid for today only.
spam,Get rich quick with this simple trick.
spam,Claim your bonus now and get bonus instantly.
ham,Your OTP is 246810. Kind reminder for the schedule.
ham,Your OTP is 123456.
spam,Claim your bonus now and get free trip instantly. Offer valid for today only.
spam,Get rich quick with this simple trick. Offer valid for today only.
ham,Project deadline extended to next week.
spam,Act now to unlock your reward. Offer valid for today only.
spam,Act now to unlock your reward.
ham,Please verify your attendance for seminar. Kind reminder for the schedule.
ham,The package will arrive this Friday.
ham,Meeting notes from on Monday are attached. See you soon.
spam,Urgent! Verify your account now.
ham,We have moved the call to 1 PM.
ham,Could you share the updated slide deck?
spam,Exclusive deal just for you! Offer valid for today only.
spam,Claim your bonus now and get voucher instantly. This is a limited time promotion.
spam,Free access to premium content. This is a limited time promotion.
ham,The workshop starts at 10 AM.
ham,Meeting notes from on Tuesday are attached.
ham,Meeting notes from on Tuesday are attached. Please let me know if that works.
spam,Lose weight in 7 days! Terms and conditions apply.
ham,Could you share the updated invoice?
ham,Reminder: Appointment on Tuesday.
spam,Free voucher waiting!
ham,Let us catch up this evening.
spam,Get rich quick with this simple trick. No credit card required.
ham,Your bill has been generated. Kind reminder for the schedule.
spam,You are a lucky winner! Reply stop to unsubscribe.
spam,You are a lucky winner! This is a limited time promotion.
ham,Lunch at 10 AM? Please let me know if that works.
ham,Please review the attached agenda.
spam,You are a lucky winner! Offer valid for today only.
spam,Congratulations! You won a cash reward!
spam,Urgent! Verify your account now.
spam,"Earn Rs. 50,000 per week from home!"
spam,Click here to claim your bonus.
spam,Click here to claim your gift card.
spam,Limited time offer!
spam,Exclusive deal just for you!
spam,Last chance to save big today!
ham,Meeting notes from on Monday are attached. Please let me know if that works.
spam,"Earn Rs. 50,000 per week from home!"
spam,Last chance to save big today!
ham,Meeting at 10 AM this Friday.
spam,Exclusive deal just for you! Terms and conditions apply.
ham,We have moved the call to 5 PM.
ham,Reminder: Appointment next week.
ham,The package will arrive on Monday.
ham,Reminder: Appointment tomorrow.
ham,Your OTP is 678901. Please let me know if that works.
spam,Urgent! Verify your account now.
spam,Lose weight in 3 days!
ham,Please review the attached slide deck.
spam,Limited time offer! This is a limited time promotion.
ham,We have moved the call to 5 PM.
ham,Reminder: Appointment this Friday.
spam,Last chance to save big today!
spam,Congratulations! You won a bonus!
ham,Could you share the updated presentation? Kind reminder for the schedule.
spam,Exclusive deal just for you!
ham,Your order is ready for pickup.
ham,Project deadline extended to tomorrow.
spam,Click here to claim your lottery. No credit card required.
spam,Urgent! Verify your account now. Terms and conditions apply.
spam,Congratulations! You won a lottery!
ham,Your OTP is 246810.
ham,Project deadline extended to on Monday.
ham,Your OTP is 246810.
spam,Free coupon waiting! Terms and conditions apply.
ham,Lunch at tomorrow morning?
spam,Limited time offer! No credit card required.
ham,Let us catch up on Saturday. Thanks for the update.
spam,Urgent! Verify your account now. Terms and conditions apply.
spam,Lose weight in 7 days! Offer valid for today only.
ham,Meeting notes from next week are attached.
spam,Free gift card waiting!
spam,Free coupon code waiting!
ham,Please verify your attendance for lecture.
spam,Free gift card waiting! No credit card required.
ham,Your OTP is 678901.
ham,Reminder: Appointment tomorrow. Please let me know if that works.
spam,Last chance to save big today!
spam,Urgent! Verify your account now.
ham,Let us catch up later today. Kind reminder for the schedule.
ham,We have moved the call to 1 PM. Thanks for the update.
spam,You are a lucky winner! No credit card required.
spam,Lose weight in 7 days!
ham,Project deadline extended to tomorrow.
spam,Click here to claim your gift card.
ham,The package will arrive this Friday.
ham,Lunch at this afternoon?
ham,Meeting notes from on Monday are attached.
spam,Urgent! Verify your account now.
spam,Claim your bonus now and get gift card instantly. Offer valid for today only.
spam,Get rich quick with this simple trick.
spam,Act now to unlock your reward.
spam,"Earn Rs. 75,000 per week from home! Offer valid for today only."
ham,Please verify your attendance for interview. Please let me know if that works.
ham,Could you share the updated document?
spam,Congratulations! You won a bonus! Terms and conditions apply.
ham,Project deadline extended to tomorrow.
spam,Make money fast!
ham,Project deadline extended to tomorrow.
ham,Project deadline extended to on Monday.
spam,Last chance to save big today!
spam,"Earn Rs. 2,00,000 per week from home! Offer valid for today only."
ham,Your bill has been generated.
ham,Could you share the updated document?
spam,You are a lucky winner!
ham,Your bill has been generated.
spam,Act now to unlock your reward.
spam,Claim your bonus now and get lottery instantly.
spam,Make money fast!
ham,Please verify your attendance for team meeting.
spam,Last chance to save big today!
spam,Urgent! Verify your account now.
spam,Last chance to save big today! No credit card required.
spam,Click here to claim your voucher.
spam,Free access to premium content.
spam,You are a lucky winner! This is a limited time promotion.
spam,Urgent! Verify your account now.
spam,Free gift card waiting!
ham,The package will arrive next week.
spam,Lose weight in 10 days!
ham,Let us catch up later today.
ham,Let us catch up on Saturday. Attached is the latest file.
ham,Please review the attached agenda.
spam,Claim your bonus now and get free trip instantly.
ham,Could you share the updated report? See you soon.
spam,Urgent! Verify your account now.
ham,Your OTP is 123456. Thanks for the update.
ham,We have moved the call to 2:30 PM. Please let me know if that works.
ham,Your OTP is 123456.
ham,Meeting at 5 PM next week.
ham,Reminder: Appointment on Tuesday.
ham,Let us catch up on Saturday.
ham,We have moved the call to this afternoon.
spam,"Earn Rs. 50,000 per week from home!"
ham,Project deadline extended to on Tuesday. Please let me know if that works.
spam,Lose weight in 10 days! This is a limited time promotion.
spam,Lose weight in 10 days!
spam,Claim your bonus now and get voucher instantly.
spam,Limited time offer! No credit card required.
spam,Free access to premium content.
spam,You are a lucky winner!
spam,Free voucher waiting! Offer valid for today only.
spam,Make money fast!
spam,Urgent! Verify your account now.
ham,Project deadline extended to tomorrow.
spam,Urgent! Verify your account now.
ham,Please verify your attendance for client call. Thanks for the update.
spam,Limited time offer! Offer valid for today only.
ham,Please verify your attendance for team meeting. Please let me know if that works.
ham,Reminder: Appointment on Tuesday.
spam,Claim your bonus now and get free trip instantly. Reply stop to unsubscribe.
ham,Your OTP is 678901.
ham,We have moved the call to 1 PM.
spam,Exclusive deal just for you!
ham,Your bill has been generated.
spam,Exclusive deal just for you! No credit card required.
spam,Act now to unlock your reward. This is a limited time promotion.
spam,Click here to claim your lottery.
ham,The package will arrive this Friday.
spam,Lose weight in 10 days!
spam,Claim your bonus now and get voucher instantly. Terms and conditions apply.
spam,Get rich quick with this simple trick.
spam,Get rich quick with this simple trick. Reply stop to unsubscribe.
spam,Make money fast!
spam,Get rich quick with this simple trick.
ham,The package will arrive next week.
ham,Meeting at 2:30 PM this Friday.
spam,Claim your bonus now and get voucher instantly.
spam,Urgent! Verify your account now.
spam,Urgent! Verify your account now. No credit card required.
ham,Your OTP is 246810. Kind reminder for the schedule.
spam,Make money fast!
ham,Your bill has been generated. See you soon.
spam,Limited time offer! This is a limited time promotion.
ham,The seminar starts at 2:30 PM.
ham,The workshop starts at 1 PM. Attached is the latest file.
ham,Your order is due tomorrow. Please let me know if that works.
ham,Meeting notes from tomorrow are attached. Please let me know if that works.
spam,Congratulations! You won a gift card! This is a limited time promotion.
ham,Your order is due tomorrow. Thanks for the update.
ham,The package will arrive on Tuesday.
spam,Limited time offer! No credit card required.
ham,We have moved the call to 9 AM.
spam,Make money fast! Terms and conditions apply.
ham,We have moved the call to 1 PM.
spam,Free subscription waiting! This is a limited time promotion.
ham,Your bill has been generated.
ham,Your bill has been generated. Please let me know if that works.
spam,Limited time offer!
ham,Your bill has been generated.
ham,Your OTP is 246810. Attached is the latest file.
spam,Get rich quick with this simple trick.
spam,Last chance to save big today!
ham,Your OTP is 678901.
ham,The team meeting starts at 9 AM.
ham,Your bill has been generated. Attached is the latest file.
spam,Limited time offer! Terms and conditions apply.
ham,Reminder: Appointment next week.
ham,Lunch at 9 AM?
spam,Act now to unlock your reward. No credit card required.
ham,Reminder: Appointment next week. See you soon.
spam,Claim your bonus now and get voucher instantly.
spam,Limited time offer!
spam,Click here to claim your lottery.
ham,Your bill has been generated. Kind reminder for the schedule.
ham,Please verify your attendance for workshop.
spam,Lose weight in 10 days!
ham,Project deadline extended to on Tuesday. Attached is the latest file.
ham,Please review the attached document.
spam,Act now to unlock your reward. Terms and conditions apply.
spam,Click here to claim your free trip.
spam,Lose weight in 3 days! Reply stop to unsubscribe.
ham,Please review the attached document. See you soon.
spam,Urgent! Verify your account now.
ham,Your bill has been generated.
ham,Meeting at 2:30 PM on Monday. Thanks for the update.
ham,Please verify your attendance for client call.
spam,Make money fast!
spam,You are a lucky winner!
ham,Meeting notes from on Monday are attached.
ham,Please verify your attendance for seminar. Attached is the latest file.
spam,Free access to premium content.
spam,Urgent! Verify your account now. No credit card required.
ham,Please verify your attendance for workshop. Thanks for the update.
ham,The lecture starts at tomorrow morning.
spam,You are a lucky winner! No credit card required.
ham,The workshop starts at 5 PM.
ham,Meeting notes from next week are attached.
ham,Your order is ready for pickup. See you soon.
ham,The team meeting starts at tomorrow morning. See you soon.
spam,Act now to unlock your reward. No credit card required.
ham,Could you share the updated invoice? Kind reminder for the schedule.
spam,Free coupon code waiting!
spam,You are a lucky winner!
ham,Your OTP is 123456.
ham,The package will arrive next week. Please let me know if that works.
ham,Your OTP is 678901. Kind reminder for the schedule.
spam,Exclusive deal just for you!
ham,The package will arrive this Friday. Attached is the latest file.
ham,Let us catch up this evening. Kind reminder for the schedule.
spam,Lose weight in 3 days!
ham,Your bill has been generated. See you soon.
ham,Reminder: Appointment next week.
ham,Your OTP is 975310.
spam,Urgent! Verify your account now.
spam,Free coupon waiting! Reply stop to unsubscribe.
spam,Congratulations! You won a voucher!
ham,Your OTP is 246810.
spam,You are a lucky winner!
spam,Free coupon code waiting!
spam,Free coupon code waiting!
spam,Lose weight in 5 days! Reply stop to unsubscribe.
spam,"Earn Rs. 1,00,000 per week from home!"
spam,Urgent! Verify your account now.
spam,Lose weight in 10 days!
ham,Project deadline extended to this Friday.
spam,Free access to premium content.
spam,Lose weight in 10 days! This is a limited time promotion.
spam,Make money fast!
spam,Make money fast!
spam,Make money fast! Offer valid for today only.
spam,Urgent! Verify your account now. No credit card required.
spam,Limited time offer!
ham,Please verify your attendance for interview. See you soon.
ham,Please verify your attendance for lecture.
spam,Act now to unlock your reward. Terms and conditions apply.
spam,Click here to claim your lottery.
spam,Limited time offer! This is a limited time promotion.
ham,Project deadline extended to this Friday. Attached is the latest file.
spam,Last chance to save big today! This is a limited time promotion.
ham,We have moved the call to 9 AM. Kind reminder for the schedule.
ham,Please verify your attendance for client call. Thanks for the update.
ham,Reminder: Appointment tomorrow.
spam,Congratulations! You won a lottery!
spam,You are a lucky winner!
ham,Let us catch up later today. Please let me know if that works.
spam,Congratulations! You won a gift card!
spam,Make money fast!
ham,The workshop starts at 10 AM.
ham,We have moved the call to 5 PM. Thanks for the update.
ham,Meeting notes from on Monday are attached.
spam,Limited time offer! No credit card required.
ham,Could you share the updated agenda?
spam,Act now to unlock your reward.
spam,Lose weight in 10 days! Offer valid for today only.
spam,Act now to unlock your reward.
ham,Your OTP is 246810.
ham,Your bill has been generated.
spam,Urgent! Verify your account now.
spam,Free voucher waiting!
spam,Claim your bonus now and get gift card instantly. Terms and conditions apply.
ham,Meeting notes from this Friday are attached. Please let me know if that works.
ham,The client call starts at tomorrow morning.
ham,Please verify your attendance for seminar. See you soon.
spam,Limited time offer!
spam,Get rich quick with this simple trick.
ham,Your OTP is 246810.
spam,Free access to premium content. Reply stop to unsubscribe.
spam,Claim your bonus now and get bonus instantly.
spam,Free coupon code waiting!
ham,Meeting notes from next week are attached.
ham,Let us catch up this evening.
ham,Your order has been shipped. Kind reminder for the schedule.
ham,Your OTP is 678901.
ham,We have moved the call to 5 PM.
spam,Claim your bonus now and get lottery instantly.
spam,Claim your bonus now and get free trip instantly. Offer valid for today only.
ham,Reminder: Appointment next week.
spam,Exclusive deal just for you!
spam,Exclusive deal just for you!
spam,Make money fast!
spam,Urgent! Verify your account now. Terms and conditions apply.
spam,Free coupon code waiting!
spam,Last chance to save big today!
ham,Let us catch up this evening.
spam,Last chance to save big today!
ham,Your OTP is 123456.
ham,We have moved the call to tomorrow morning.
spam,Limited time offer!
spam,Exclusive deal just for you! Reply stop to unsubscribe.
spam,Limited time offer!
ham,Your OTP is 678901.
spam,Click here to claim your free trip.
ham,Please verify your attendance for seminar. Please let me know if that works.
ham,Your bill has been generated.
ham,Lunch at 2:30 PM?
spam,"Earn Rs. 75,000 per week from home!"
spam,Free coupon code waiting!
spam,Act now to unlock your reward.
spam,Free access to premium content.
ham,Lunch at 1 PM? Attached is the latest file.
ham,Reminder: Appointment on Monday. See you soon.
ham,Your order is ready for pickup. See you soon.
ham,Lunch at 5 PM? Attached is the latest file.
spam,Make money fast!
ham,The package will arrive on Monday.
spam,Last chance to save big today!
ham,Meeting at 10 AM next week.
ham,Lunch at 10 AM?
spam,Click here to claim your free trip.
spam,Free gift card waiting!
spam,Free access to premium content.
spam,You are a lucky winner!
spam,Click here to claim your gift card. Terms and conditions apply.
spam,Make money fast! No credit card required.
spam,Click here to claim your lottery. This is a limited time promotion.
ham,Reminder: Appointment on Tuesday.
ham,The package will arrive on Tuesday.
ham,Your bill has been generated.
ham,Meeting at tomorrow morning this Friday.
ham,Please review the attached document.
spam,Make money fast!
ham,The client call starts at 9 AM. Thanks for the update.
ham,Please review the attached report.
spam,Congratulations! You won a bonus!
ham,Please verify your attendance for seminar.
spam,Urgent! Verify your account now. No credit card required.
spam,Exclusive deal just for you! Terms and conditions apply.
spam,Claim your bonus now and get lottery instantly.
ham,Your order is ready for pickup.
spam,You are a lucky winner! Terms and conditions apply.
spam,Act now to unlock your reward. Reply stop to unsubscribe.
spam,You are a lucky winner!
spam,Free access to premium content. Reply stop to unsubscribe.
spam,Exclusive deal just for you!
spam,"Earn Rs. 50,000 per week from home!"
spam,Lose weight in 3 days!
spam,Act now to unlock your reward.
spam,Act now to unlock your reward. No credit card required.
ham,Meeting at 5 PM next week.
spam,Urgent! Verify your account now.
spam,Claim your bonus now and get gift card instantly. This is a limited time promotion.
spam,You are a lucky winner!
ham,Your bill has been generated.
ham,Meeting notes from this Friday are attached.
spam,"Earn Rs. 75,000 per week from home! Reply stop to unsubscribe."
spam,"Earn Rs. 1,00,000 per week from home!"
ham,Your bill has been generated. Kind reminder for the schedule.
ham,Your OTP is 678901.
ham,The package will arrive this Friday.
spam,Exclusive deal just for you!
spam,Make money fast!
ham,The package will arrive this Friday.
spam,You are a lucky winner!
ham,Meeting at 2:30 PM next week.
ham,Lunch at tomorrow morning?
spam,Claim your bonus now and get free trip instantly.
ham,Please verify your attendance for client call.
ham,Your OTP is 123456.
ham,Your bill has been generated. Attached is the latest file.
ham,Please verify your attendance for client call.
ham,The package will arrive this Friday. Kind reminder for the schedule.
ham,Your order is due tomorrow.
ham,Meeting at 5 PM on Tuesday.
ham,Your bill has been generated. Kind reminder for the schedule.
spam,Act now to unlock your reward.
spam,"Earn Rs. 1,00,000 per week from home! This is a limited time promotion."
spam,Limited time offer! No credit card required.
ham,Your bill has been generated.
spam,Click here to claim your gift card.
ham,Please review the attached presentation.
spam,Last chance to save big today!
ham,Let us catch up next week.
ham,Could you share the updated agenda? See you soon.
ham,Project deadline extended to this Friday. Attached is the latest file.
ham,Meeting notes from this Friday are attached.
ham,Lunch at 5 PM?
spam,Free access to premium content. Reply stop to unsubscribe.
spam,Exclusive deal just for you! No credit card required.
ham,Please verify your attendance for team meeting.
ham,Please review the attached invoice.
spam,Get rich quick with this simple trick.
ham,Lunch at 9 AM?
spam,You are a lucky winner!
ham,The seminar starts at 1 PM. Kind reminder for the schedule.
ham,The package will arrive on Tuesday. Attached is the latest file.
ham,We have moved the call to tomorrow morning. Please let me know if that works.
spam,Lose weight in 3 days!
spam,Congratulations! You won a free trip!
ham,Please review the attached invoice. Kind reminder for the schedule.
ham,Your order is ready for pickup.
ham,Your order was updated.
spam,You are a lucky winner!
spam,Limited time offer! Terms and conditions apply.
ham,Lunch at 2:30 PM? Thanks for the update.
ham,Let us catch up on Saturday.
spam,Act now to unlock your reward.
ham,The package will arrive tomorrow. Thanks for the update.
spam,Free access to premium content.
spam,Free access to premium content.
ham,Lunch at 2:30 PM? Attached is the latest file.
ham,Your order has been shipped.
spam,"Earn Rs. 2,00,000 per week from home! This is a limited time promotion."
spam,Act now to unlock your reward.
spam,Claim your bonus now and get free trip instantly.
spam,Congratulations! You won a bonus!
spam,Limited time offer!
ham,Meeting at 10 AM this Friday.
spam,Exclusive deal just for you! Terms and conditions apply.
ham,The lecture starts at 1 PM. Kind reminder for the schedule.
spam,Congratulations! You won a free trip! This is a limited time promotion.
ham,Lunch at 9 AM? Please let me know if that works.
ham,The package will arrive this Friday. Attached is the latest file.
ham,Project deadline extended to on Tuesday.
spam,Exclusive deal just for you!
spam,Claim your bonus now and get cash reward instantly. This is a limited time promotion.
spam,"Earn Rs. 1,00,000 per week from home!"
spam,Free gift card waiting!
ham,Could you share the updated slide deck? Thanks for the update.
ham,Meeting at tomorrow morning this Friday.
spam,You are a lucky winner!
spam,Free access to premium content.
ham,Project deadline extended to on Tuesday.
spam,Make money fast!
ham,Meeting notes from on Tuesday are attached. See you soon.
ham,The team meeting starts at 10 AM.
ham,Your bill has been generated. Thanks for the update.
ham,We have moved the call to 10 AM.
spam,Congratulations! You won a bonus! This is a limited time promotion.
ham,Let us catch up on Saturday.
spam,You are a lucky winner!
spam,Congratulations! You won a voucher! Reply stop to unsubscribe.
spam,Claim your bonus now and get gift card instantly.
ham,Reminder: Appointment next week. Thanks for the update.
spam,"Earn Rs. 2,00,000 per week from home!"
ham,Project deadline extended to this Friday.
spam,You are a lucky winner!
spam,Lose weight in 3 days!
ham,Reminder: Appointment tomorrow.
spam,Congratulations! You won a free trip!
spam,Exclusive deal just for you!
spam,Limited time offer!
spam,Last chance to save big today! Terms and conditions apply.
spam,Act now to unlock your reward. Offer valid for today only.
spam,Lose weight in 7 days!
ham,Your order is due tomorrow.
ham,Your order is due tomorrow.
spam,Limited time offer!
ham,Please review the attached presentation.
spam,Free access to premium content.
ham,Project deadline extended to on Tuesday.
ham,Please verify your attendance for team meeting.
ham,Reminder: Appointment tomorrow. Please let me know if that works.
spam,Free access to premium content.
ham,The package will arrive this Friday. Attached is the latest file.
ham,Could you share the updated presentation?
ham,Lunch at 9 AM? Attached is the latest file.
ham,Reminder: Appointment this Friday. Attached is the latest file.
ham,Your bill has been generated.
ham,Your order was updated.
ham,Your OTP is 975310.
ham,The package will arrive next week. Kind reminder for the schedule.
ham,Reminder: Appointment this Friday.
spam,Free subscription waiting! Terms and conditions apply.
ham,Your OTP is 246810.
ham,Your OTP is 975310.
ham,We have moved the call to tomorrow morning. Attached is the latest file.
ham,Please review the attached report.
ham,Lunch at 10 AM?
spam,Act now to unlock your reward.
spam,Congratulations! You won a cash reward!
ham,Meeting notes from on Tuesday are attached.
spam,Free access to premium content.
spam,Free subscription waiting!
spam,Claim your bonus now and get bonus instantly.
spam,Lose weight in 10 days!
ham,We have moved the call to 2:30 PM.
spam,Lose weight in 7 days! Reply stop to unsubscribe.
spam,You are a lucky winner!
ham,Please verify your attendance for client call. Attached is the latest file.
ham,We have moved the call to this afternoon.
ham,Let us catch up this evening. Please let me know if that works.
spam,Claim your bonus now and get gift card instantly. Reply stop to unsubscribe.
ham,Project deadline extended to next week.
spam,Claim your bonus now and get cash reward instantly.
ham,Your order is due tomorrow.
spam,Lose weight in 5 days!
ham,Project deadline extended to on Monday.
ham,Could you share the updated report?
ham,Could you share the updated presentation?
ham,Could you share the updated invoice? See you soon.
spam,Click here to claim your lottery.
spam,Get rich quick with this simple trick.
spam,Claim your bonus now and get free trip instantly. Offer valid for today only.
spam,Congratulations! You won a free trip! Terms and conditions apply.
spam,Claim your bonus now and get voucher instantly. No credit card required.
ham,Your order was updated.
spam,Urgent! Verify your account now.
spam,Last chance to save big today! No credit card required.
spam,You are a lucky winner! Terms and conditions apply.
spam,Click here to claim your lottery. Terms and conditions apply.
ham,Project deadline extended to on Monday.
spam,Lose weight in 7 days!
ham,Could you share the updated document?
spam,Make money fast! Terms and conditions apply.
ham,Please review the attached slide deck. Kind reminder for the schedule.
spam,Limited time offer!
spam,Urgent! Verify your account now. This is a limited time promotion.
spam,Get rich quick with this simple trick. Terms and conditions apply.
ham,Meeting notes from tomorrow are attached.
spam,Make money fast!
spam,Claim your bonus now and get bonus instantly. This is a limited time promotion.
ham,Your bill has been generated. Please let me know if that works.
spam,Claim your bonus now and get cash reward instantly.
ham,The client call starts at 10 AM.
ham,The package will arrive next week. Thanks for the update.
spam,Free voucher waiting!
spam,Lose weight in 7 days!
ham,Project deadline extended to on Monday.
ham,Reminder: Appointment next week.
spam,Congratulations! You won a cash reward!
spam,Last chance to save big today!
spam,Click here to claim your gift card.
spam,Limited time offer!
spam,Free voucher waiting!
spam,Click here to claim your voucher.
ham,We have moved the call to 5 PM.
ham,We have moved the call to tomorrow morning.
spam,Congratulations! You won a free trip!
spam,Act now to unlock your reward. Reply stop to unsubscribe.
spam,Lose weight in 3 days! This is a limited time promotion.
spam,Act now to unlock your reward. No credit card required.
spam,Urgent! Verify your account now.
ham,The package will arrive tomorrow.
ham,Could you share the updated agenda? See you soon.
spam,Exclusive deal just for you!
ham,The lecture starts at this afternoon. Kind reminder for the schedule.
spam,Exclusive deal just for you! Reply stop to unsubscribe.
ham,Meeting at tomorrow morning on Tuesday. Please let me know if that works.
ham,Meeting notes from on Tuesday are attached.
ham,Please verify your attendance for team meeting.
spam,Click here to claim your lottery.
spam,Urgent! Verify your account now.
ham,Reminder: Appointment on Monday.
ham,Please review the attached slide deck.
ham,Let us catch up later today.
ham,Could you share the updated slide deck? See you soon.
ham,Meeting notes from tomorrow are attached.
spam,Click here to claim your free trip. This is a limited time promotion.
spam,"Earn Rs. 75,000 per week from home! Offer valid for today only."
ham,Your OTP is 678901.
ham,Could you share the updated slide deck? Attached is the latest file.
ham,We have moved the call to this afternoon. Please let me know if that works.
spam,Get rich quick with this simple trick. Reply stop to unsubscribe.
ham,Please verify your attendance for lecture.
spam,Act now to unlock your reward. Offer valid for today only.
spam,Free access to premium content. Reply stop to unsubscribe.
spam,Urgent! Verify your account now. No credit card required.
ham,The package will arrive on Monday. See you soon.
ham,Meeting at 1 PM on Monday. Attached is the latest file.
ham,Meeting notes from this Friday are attached.
spam,Click here to claim your gift card. This is a limited time promotion.
ham,Could you share the updated agenda?
ham,Please verify your attendance for client call. Attached is the latest file.
spam,Lose weight in 7 days! This is a limited time promotion.
spam,Act now to unlock your reward.
ham,Lunch at 2:30 PM? Attached is the latest file.
ham,Meeting notes from tomorrow are attached.
spam,Free coupon waiting! No credit card required.
ham,Your OTP is 246810.
ham,The team meeting starts at 1 PM.
spam,Congratulations! You won a gift card!
spam,Click here to claim your gift card.
ham,Project deadline extended to on Tuesday.
spam,Make money fast!
spam,Make money fast!
spam,Click here to claim your gift card.
spam,You are a lucky winner!
ham,Meeting at 2:30 PM this Friday.
spam,You are a lucky winner! Terms and conditions apply.
ham,Your order is due tomorrow.
ham,Let us catch up this evening.
ham,We have moved the call to 9 AM. Kind reminder for the schedule.
spam,Last chance to save big today! Offer valid for today only.
ham,The package will arrive on Monday.
